"Student_Name";"Test_Case_1 (20)";"Test_Case_2 (20)";"Code_1 (-10)";"Code_2 (10)";"Code_3 (10)";"Code_4 (10)";"Code_5 (20)";"Code_6 (10)";"Total_Marks (100)";"Comments"
22ME10072;20;20;0;10;8;10;20;10;98;========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 2:~~Loop used for n times~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Input marks for each student correctly~~  Mark/s obtained: 8 out of 10~~~~~~PASSED: Code Case 4:~~Computed Total Marks~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Grade awarded~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 6:~~Printed output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 98 ############
22ME10091;20;20;0;10;8;10;20;10;98;========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 2:~~Loop used for n times~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Input marks for each student correctly~~  Mark/s obtained: 8 out of 10~~~~~~PASSED: Code Case 4:~~Computed Total Marks~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Grade awarded~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 6:~~Printed output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 98 ############
22ME30012;20;20;0;10;8;10;20;10;98;========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 2:~~Loop used for n times~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Input marks for each student correctly~~  Mark/s obtained: 8 out of 10~~~~~~PASSED: Code Case 4:~~Computed Total Marks~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Grade awarded~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 6:~~Printed output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 98 ############
22ME30031;20;20;0;10;10;10;20;10;100;Good~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 2:~~Loop used for n times~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Input marks for each student correctly~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Computed Total Marks~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Grade awarded~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 6:~~Printed output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22ME30050;20;20;0;10;10;10;20;10;100;Good~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 2:~~Loop used for n times~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Input marks for each student correctly~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Computed Total Marks~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Grade awarded~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 6:~~Printed output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22ME30069;15;20;0;10;8;10;20;10;93;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~Enter the number of students: 2~~~~Enter the marks for student 1:~~  Attendence [40]: 20~~  CT [20]: 10~~  Midsem [60]: 30~~  Endsem [100]: 50~~~~Enter the marks for student 2:~~  Attendence [40]: 40~~  CT [20]: 20~~  Midsem [60]: 60~~  Endsem [100]: 100~~~~~~Exp OUT:~~~~Student 1~~  Total marks: 50.00~~  Grade: D~~~~Student 2~~  Total marks: 100.00~~  Grade: EX~~~~ ~~  Mark/s obtained: 15 out of 20~~~~~~Your output:~~Enter the number of students: ~~Enter the marks for student 1~~Attendance [40]:CT [20]:Midsem[60]:Endsem[100]:Student 1~~Total Marks=50.00~~Grade: D~~Enter the marks for student 2~~Attendance [40]:CT [20]:Wrong,Enter marks again~~CT [20]:Midsem[60]:Endsem[100]:Student 1~~Total Marks=140.00~~Grade: EX~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 2:~~Loop used for n times~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Input marks for each student correctly~~  Mark/s obtained: 8 out of 10~~~~~~PASSED: Code Case 4:~~Computed Total Marks~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Grade awarded~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 6:~~Printed output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 93 ############
22MF10015;10;20;0;10;8;5;20;10;83;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~Enter the number of students: 2~~~~Enter the marks for student 1:~~  Attendence [40]: 20~~  CT [20]: 10~~  Midsem [60]: 30~~  Endsem [100]: 50~~~~Enter the marks for student 2:~~  Attendence [40]: 40~~  CT [20]: 20~~  Midsem [60]: 60~~  Endsem [100]: 100~~~~~~Exp OUT:~~~~Student 1~~  Total marks: 50.00~~  Grade: D~~~~Student 2~~  Total marks: 100.00~~  Grade: EX~~~~ ~~  Mark/s obtained: 10 out of 20~~~~~~Your output:~~ Enter the number of student ~~student no 1~~marks obtained in attendence [40]~~ marks obtained in class taste[20]~~ marks obtained in midsem [60]~~ marks obtained in endsem  [100]~~enter the marks again~~total marks of student 1 : 46.000000~~grade : p~~student no 2~~marks obtained in attendence [40]~~ marks obtained in class taste[20]~~ enter the marks again~~marks obtained in midsem [60]~~ marks obtained in endsem  [100]~~total marks of student 1 : 136.000000~~grade : EX~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 2:~~Loop used for n times~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Input marks for each student correctly~~  Mark/s obtained: 8 out of 10~~~~~~FAILED: Code Case 4:~~Computed Total Marks~~  Mark/s obtained: 5 out of 10~~~~~~PASSED: Code Case 5:~~Grade awarded~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 6:~~Printed output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 83 ############
22MF10034;10;10;0;10;5;10;10;10;65;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~Enter the number of students: 2~~~~Enter the marks for student 1:~~  Attendence [40]: 20~~  CT [20]: 10~~  Midsem [60]: 30~~  Endsem [100]: 50~~~~Enter the marks for student 2:~~  Attendence [40]: 40~~  CT [20]: 20~~  Midsem [60]: 60~~  Endsem [100]: 100~~~~~~Exp OUT:~~~~Student 1~~  Total marks: 50.00~~  Grade: D~~~~Student 2~~  Total marks: 100.00~~  Grade: EX~~~~ ~~  Mark/s obtained: 10 out of 20~~~~~~Your output:~~enter the number of students ~~enter attendence marks ~~enter classtest marks ~~enter midsem marks ~~enter endsem marks ~~The value of A is 5.000000The value of B is 10.000000The value of C is 15.000000The value of D is 20.000000Totalmarks is 50.000000enter attendence marks ~~enter classtest marks ~~enter midsem marks ~~enter endsem marks ~~The value of A is 10.000000The value of B is 20.000000The value of C is 30.000000The value of D is 40.000000Totalmarks is 100.000000ABCDPF~~~~FAILED: Test Case 2: ~~IN:~~Enter the number of students: 1~~~~Enter the marks for student 1:~~  Attendence [40]: 10~~  CT [20]: 5 ~~  Midsem [60]: 10~~  Endsem [100]: 10~~~~Exp OUT:~~Student 1~~  Total marks: 16.50~~  Grade: F~~~~ ~~  Mark/s obtained: 10 out of 20~~~~~~Your output:~~enter the number of students ~~enter attendence marks ~~enter classtest marks ~~enter midsem marks ~~enter endsem marks ~~The value of A is 2.500000The value of B is 5.000000The value of C is 5.000000The value of D is 4.000000Totalmarks is 16.500000ABCDPF~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 2:~~Loop used for n times~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Input marks for each student correctly~~  Mark/s obtained: 5 out of 10~~~~~~PASSED: Code Case 4:~~Computed Total Marks~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 5:~~Grade awarded~~  Mark/s obtained: 10 out of 20~~~~~~PASSED: Code Case 6:~~Printed output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 65 ############
22MF3IM06;15;20;0;10;10;10;15;10;90;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~Enter the number of students: 2~~~~Enter the marks for student 1:~~  Attendence [40]: 20~~  CT [20]: 10~~  Midsem [60]: 30~~  Endsem [100]: 50~~~~Enter the marks for student 2:~~  Attendence [40]: 40~~  CT [20]: 20~~  Midsem [60]: 60~~  Endsem [100]: 100~~~~~~Exp OUT:~~~~Student 1~~  Total marks: 50.00~~  Grade: D~~~~Student 2~~  Total marks: 100.00~~  Grade: EX~~~~ ~~  Mark/s obtained: 15 out of 20~~~~~~Your output:~~what is number of student~~enter the marks for student 1~~Attendence:CT:Midsem:End sem:Total marksod student=50.000000~~enter the marks for student 2~~Attendence:CT:Midsem:End sem:Total marksod student=100.000000~~grades: EX~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 2:~~Loop used for n times~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Input marks for each student correctly~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Computed Total Marks~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 5:~~Grade awarded~~  Mark/s obtained: 15 out of 20~~~~~~PASSED: Code Case 6:~~Printed output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 90 ############
22MI10002;20;20;0;10;10;10;20;10;100;Perfect~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 2:~~Loop used for n times~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Input marks for each student correctly~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Computed Total Marks~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Grade awarded~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 6:~~Printed output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22MI10040;20;20;0;10;10;10;20;10;100;Good~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 2:~~Loop used for n times~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Input marks for each student correctly~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Computed Total Marks~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Grade awarded~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 6:~~Printed output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22MI10059;20;20;0;10;8;10;20;10;98;========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 2:~~Loop used for n times~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Input marks for each student correctly~~  Mark/s obtained: 8 out of 10~~~~~~PASSED: Code Case 4:~~Computed Total Marks~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Grade awarded~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 6:~~Printed output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 98 ############
22MI31014;20;15;0;10;5;5;20;10;85;========= TEST CASES =========~~~~~~FAILED: Test Case 2: ~~IN:~~Enter the number of students: 1~~~~Enter the marks for student 1:~~  Attendence [40]: 10~~  CT [20]: 5 ~~  Midsem [60]: 10~~  Endsem [100]: 10~~~~Exp OUT:~~Student 1~~  Total marks: 16.50~~  Grade: F~~~~ ~~  Mark/s obtained: 15 out of 20~~~~~~Your output:~~enter number of studentsAttendence[40]~~CT[20]~~Midsem[60]~~Endsem[100]~~Total Marks:13~~Grade:F~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 2:~~Loop used for n times~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Input marks for each student correctly~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 4:~~Computed Total Marks~~  Mark/s obtained: 5 out of 10~~~~~~PASSED: Code Case 5:~~Grade awarded~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 6:~~Printed output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 85 ############
22MI33002;20;15;0;10;5;5;20;10;85;========= TEST CASES =========~~~~~~FAILED: Test Case 2: ~~IN:~~Enter the number of students: 1~~~~Enter the marks for student 1:~~  Attendence [40]: 10~~  CT [20]: 5 ~~  Midsem [60]: 10~~  Endsem [100]: 10~~~~Exp OUT:~~Student 1~~  Total marks: 16.50~~  Grade: F~~~~ ~~  Mark/s obtained: 15 out of 20~~~~~~Your output:~~NO OF STUDENTSAttendance [40] :CT [20] :MidSem [60] : EndSem [100] :  the total marks of the student 13.636364~~ gradeF~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 2:~~Loop used for n times~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Input marks for each student correctly~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 4:~~Computed Total Marks~~  Mark/s obtained: 5 out of 10~~~~~~PASSED: Code Case 5:~~Grade awarded~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 6:~~Printed output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 85 ############
22MI33021;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22MT10012;20;20;0;10;10;10;20;10;100;Great Job~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 2:~~Loop used for n times~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Input marks for each student correctly~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Computed Total Marks~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Grade awarded~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 6:~~Printed output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22MT10050;20;20;0;10;10;10;20;10;100;Perfect~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 2:~~Loop used for n times~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Input marks for each student correctly~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Computed Total Marks~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Grade awarded~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 6:~~Printed output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22MT30005;20;20;0;10;5;10;20;10;95;========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 2:~~Loop used for n times~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Input marks for each student correctly~~  Mark/s obtained: 5 out of 10~~~~~~PASSED: Code Case 4:~~Computed Total Marks~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Grade awarded~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 6:~~Printed output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 95 ############
22MT30024;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22NA10011;20;20;0;10;5;10;20;10;95;========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 2:~~Loop used for n times~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Input marks for each student correctly~~  Mark/s obtained: 5 out of 10~~~~~~PASSED: Code Case 4:~~Computed Total Marks~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Grade awarded~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 6:~~Printed output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 95 ############
22NA10030;20;20;0;10;5;10;20;10;95;========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 2:~~Loop used for n times~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Input marks for each student correctly~~  Mark/s obtained: 5 out of 10~~~~~~PASSED: Code Case 4:~~Computed Total Marks~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Grade awarded~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 6:~~Printed output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 95 ############
22NA10049;20;20;0;10;10;10;20;10;100;Clean Code~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 2:~~Loop used for n times~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Input marks for each student correctly~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Computed Total Marks~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Grade awarded~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 6:~~Printed output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22NA30019;20;20;0;10;5;10;20;10;95;========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 2:~~Loop used for n times~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Input marks for each student correctly~~  Mark/s obtained: 5 out of 10~~~~~~PASSED: Code Case 4:~~Computed Total Marks~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Grade awarded~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 6:~~Printed output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 95 ############
22PH10002;20;20;0;10;10;10;20;10;100;Good~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 2:~~Loop used for n times~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Input marks for each student correctly~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Computed Total Marks~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Grade awarded~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 6:~~Printed output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22PH10021;20;20;0;10;5;10;20;10;95;========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 2:~~Loop used for n times~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Input marks for each student correctly~~  Mark/s obtained: 5 out of 10~~~~~~PASSED: Code Case 4:~~Computed Total Marks~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Grade awarded~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 6:~~Printed output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 95 ############
22PH10040;20;20;0;10;5;10;20;10;95;========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 2:~~Loop used for n times~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Input marks for each student correctly~~  Mark/s obtained: 5 out of 10~~~~~~PASSED: Code Case 4:~~Computed Total Marks~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Grade awarded~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 6:~~Printed output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 95 ############
22EC10047;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22MA10029;20;20;0;10;10;10;20;10;100;Good~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 2:~~Loop used for n times~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Input marks for each student correctly~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Computed Total Marks~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Grade awarded~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 6:~~Printed output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
