"Student_Name";"Test_Case_1 (10)";"Test_Case_2 (10)";"Test_Case_3 (10)";"Test_Case_4 (10)";"Code_1 (10)";"Code_2 (20)";"Code_3 (10)";"Code_4 (10)";"Code_5 (10)";"Total_Marks (100)";"Comments"
22IE10027;10;10;0;0;10;20;8;8;10;76;========= TEST CASES =========~~~~~~PASSED: Test Case 1: ~~~~IN:~~Enter day and month: 41 10~~~~Exp OUT:~~Invalid date~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 2: ~~~~IN:~~Enter day and month: 17 11~~~~Exp OUT:~~Thursday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Test Case 3: ~~~~IN:~~Enter day and month: 1 1~~~~Exp OUT:~~Saturday~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 4: ~~~~IN:~~Enter day and month: 12 8~~~~Exp OUT:~~Friday~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 20 out of 20~~~~~~FAILED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 8 out of 10~~~~~~FAILED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 8 out of 10~~~~~~PASSED: Code Case 5:~~Printed Output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 76 ############
22PH10032;10;10;10;0;10;20;8;8;10;86;========= TEST CASES =========~~~~~~PASSED: Test Case 1: ~~~~IN:~~Enter day and month: 41 10~~~~Exp OUT:~~Invalid date~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 2: ~~~~IN:~~Enter day and month: 17 11~~~~Exp OUT:~~Thursday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 3: ~~~~IN:~~Enter day and month: 1 1~~~~Exp OUT:~~Saturday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Test Case 4: ~~~~IN:~~Enter day and month: 12 8~~~~Exp OUT:~~Friday~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 20 out of 20~~~~~~FAILED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 8 out of 10~~~~~~FAILED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 8 out of 10~~~~~~PASSED: Code Case 5:~~Printed Output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 86 ############
22PH10013;10;0;0;0;10;20;0;0;5;45;========= TEST CASES =========~~~~~~PASSED: Test Case 1: ~~~~IN:~~Enter day and month: 41 10~~~~Exp OUT:~~Invalid date~~~~~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Test Case 2: ~~~~IN:~~Enter day and month: 17 11~~~~Exp OUT:~~Thursday~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 3: ~~~~IN:~~Enter day and month: 1 1~~~~Exp OUT:~~Saturday~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 4: ~~~~IN:~~Enter day and month: 12 8~~~~Exp OUT:~~Friday~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 20 out of 20~~~~~~FAILED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Printed Output~~  Mark/s obtained: 5 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 45 ############
22AE30007;0;0;0;0;0;0;0;0;0;0;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Input taken~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Printed Output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22IM10020;0;0;0;0;0;0;0;0;0;0;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Input taken~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Printed Output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22EX10014;10;10;10;10;10;20;10;10;10;100;Perfect~~~~========= TEST CASES =========~~~~~~PASSED: Test Case 1: ~~~~IN:~~Enter day and month: 41 10~~~~Exp OUT:~~Invalid date~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 2: ~~~~IN:~~Enter day and month: 17 11~~~~Exp OUT:~~Thursday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 3: ~~~~IN:~~Enter day and month: 1 1~~~~Exp OUT:~~Saturday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 4: ~~~~IN:~~Enter day and month: 12 8~~~~Exp OUT:~~Friday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed Output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22MF3IM17;10;10;8;10;10;20;9;10;10;97;========= TEST CASES =========~~~~~~PASSED: Test Case 1: ~~~~IN:~~Enter day and month: 41 10~~~~Exp OUT:~~Invalid date~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 2: ~~~~IN:~~Enter day and month: 17 11~~~~Exp OUT:~~Thursday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Test Case 3: ~~~~IN:~~Enter day and month: 1 1~~~~Exp OUT:~~Saturday~~~~ ~~  Mark/s obtained: 8 out of 10~~~~~~PASSED: Test Case 4: ~~~~IN:~~Enter day and month: 12 8~~~~Exp OUT:~~Friday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 20 out of 20~~~~~~FAILED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 9 out of 10~~~~~~PASSED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed Output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 97 ############
22EE10048;10;10;10;10;10;20;10;10;10;100;Clean Code~~~~========= TEST CASES =========~~~~~~PASSED: Test Case 1: ~~~~IN:~~Enter day and month: 41 10~~~~Exp OUT:~~Invalid date~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 2: ~~~~IN:~~Enter day and month: 17 11~~~~Exp OUT:~~Thursday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 3: ~~~~IN:~~Enter day and month: 1 1~~~~Exp OUT:~~Saturday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 4: ~~~~IN:~~Enter day and month: 12 8~~~~Exp OUT:~~Friday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed Output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22NA10041;0;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22BT30022;10;10;10;10;10;20;10;10;10;100;Keep it up~~~~========= TEST CASES =========~~~~~~PASSED: Test Case 1: ~~~~IN:~~Enter day and month: 41 10~~~~Exp OUT:~~Invalid date~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 2: ~~~~IN:~~Enter day and month: 17 11~~~~Exp OUT:~~Thursday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 3: ~~~~IN:~~Enter day and month: 1 1~~~~Exp OUT:~~Saturday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 4: ~~~~IN:~~Enter day and month: 12 8~~~~Exp OUT:~~Friday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed Output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22CE10025;0;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CY10048;10;10;10;10;10;20;10;10;10;100;Perfect~~~~========= TEST CASES =========~~~~~~PASSED: Test Case 1: ~~~~IN:~~Enter day and month: 41 10~~~~Exp OUT:~~Invalid date~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 2: ~~~~IN:~~Enter day and month: 17 11~~~~Exp OUT:~~Thursday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 3: ~~~~IN:~~Enter day and month: 1 1~~~~Exp OUT:~~Saturday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 4: ~~~~IN:~~Enter day and month: 12 8~~~~Exp OUT:~~Friday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed Output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22CH10044;0;0;0;0;10;0;0;0;0;10;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Printed Output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 10 ############
22ME30023;0;0;0;0;10;0;0;0;0;10;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~~~IN:~~Enter day and month: 41 10~~~~Exp OUT:~~Invalid date~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 2: ~~~~IN:~~Enter day and month: 17 11~~~~Exp OUT:~~Thursday~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 3: ~~~~IN:~~Enter day and month: 1 1~~~~Exp OUT:~~Saturday~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 4: ~~~~IN:~~Enter day and month: 12 8~~~~Exp OUT:~~Friday~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Printed Output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 10 ############
22CY10028;10;10;10;0;10;20;9;8;10;87;========= TEST CASES =========~~~~~~PASSED: Test Case 1: ~~~~IN:~~Enter day and month: 41 10~~~~Exp OUT:~~Invalid date~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 2: ~~~~IN:~~Enter day and month: 17 11~~~~Exp OUT:~~Thursday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 3: ~~~~IN:~~Enter day and month: 1 1~~~~Exp OUT:~~Saturday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Test Case 4: ~~~~IN:~~Enter day and month: 12 8~~~~Exp OUT:~~Friday~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 20 out of 20~~~~~~FAILED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 9 out of 10~~~~~~FAILED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 8 out of 10~~~~~~PASSED: Code Case 5:~~Printed Output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 87 ############
22AE10014;0;0;0;0;10;20;8;8;8;54;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 20 out of 20~~~~~~FAILED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 8 out of 10~~~~~~FAILED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 8 out of 10~~~~~~FAILED: Code Case 5:~~Printed Output~~  Mark/s obtained: 8 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 54 ############
22HS10050;0;0;0;0;10;0;0;0;0;10;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~~~IN:~~Enter day and month: 41 10~~~~Exp OUT:~~Invalid date~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 2: ~~~~IN:~~Enter day and month: 17 11~~~~Exp OUT:~~Thursday~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 3: ~~~~IN:~~Enter day and month: 1 1~~~~Exp OUT:~~Saturday~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 4: ~~~~IN:~~Enter day and month: 12 8~~~~Exp OUT:~~Friday~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Printed Output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 10 ############
22EC10039;10;0;0;0;10;20;0;0;0;40;========= TEST CASES =========~~~~~~PASSED: Test Case 1: ~~~~IN:~~Enter day and month: 41 10~~~~Exp OUT:~~Invalid date~~~~~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Test Case 2: ~~~~IN:~~Enter day and month: 17 11~~~~Exp OUT:~~Thursday~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 3: ~~~~IN:~~Enter day and month: 1 1~~~~Exp OUT:~~Saturday~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 4: ~~~~IN:~~Enter day and month: 12 8~~~~Exp OUT:~~Friday~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 20 out of 20~~~~~~FAILED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Printed Output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 40 ############
22ME30061;10;0;0;10;10;20;5;5;10;70;========= TEST CASES =========~~~~~~PASSED: Test Case 1: ~~~~IN:~~Enter day and month: 41 10~~~~Exp OUT:~~Invalid date~~~~~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Test Case 2: ~~~~IN:~~Enter day and month: 17 11~~~~Exp OUT:~~Thursday~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 3: ~~~~IN:~~Enter day and month: 1 1~~~~Exp OUT:~~Saturday~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~PASSED: Test Case 4: ~~~~IN:~~Enter day and month: 12 8~~~~Exp OUT:~~Friday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 20 out of 20~~~~~~FAILED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 5 out of 10~~~~~~PASSED: Code Case 5:~~Printed Output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 70 ############
22CS10029;10;10;10;10;10;20;10;10;10;100;Good~~~~========= TEST CASES =========~~~~~~PASSED: Test Case 1: ~~~~IN:~~Enter day and month: 41 10~~~~Exp OUT:~~Invalid date~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 2: ~~~~IN:~~Enter day and month: 17 11~~~~Exp OUT:~~Thursday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 3: ~~~~IN:~~Enter day and month: 1 1~~~~Exp OUT:~~Saturday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 4: ~~~~IN:~~Enter day and month: 12 8~~~~Exp OUT:~~Friday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed Output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22MA10002;10;10;10;10;10;20;10;10;10;100;Great Job~~~~========= TEST CASES =========~~~~~~PASSED: Test Case 1: ~~~~IN:~~Enter day and month: 41 10~~~~Exp OUT:~~Invalid date~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 2: ~~~~IN:~~Enter day and month: 17 11~~~~Exp OUT:~~Thursday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 3: ~~~~IN:~~Enter day and month: 1 1~~~~Exp OUT:~~Saturday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 4: ~~~~IN:~~Enter day and month: 12 8~~~~Exp OUT:~~Friday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed Output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22MI10013;0;0;0;0;10;20;5;5;5;45;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 20 out of 20~~~~~~FAILED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 5:~~Printed Output~~  Mark/s obtained: 5 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 45 ############
22CH10064;10;10;10;0;10;20;8;5;8;81;========= TEST CASES =========~~~~~~PASSED: Test Case 1: ~~~~IN:~~Enter day and month: 41 10~~~~Exp OUT:~~Invalid date~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 2: ~~~~IN:~~Enter day and month: 17 11~~~~Exp OUT:~~Thursday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 3: ~~~~IN:~~Enter day and month: 1 1~~~~Exp OUT:~~Saturday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Test Case 4: ~~~~IN:~~Enter day and month: 12 8~~~~Exp OUT:~~Friday~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 20 out of 20~~~~~~FAILED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 8 out of 10~~~~~~FAILED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 5:~~Printed Output~~  Mark/s obtained: 8 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 81 ############
22HS10010;0;0;0;0;10;0;0;0;0;10;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Printed Output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 10 ############
22CH10004;10;0;0;0;10;20;0;0;0;40;========= TEST CASES =========~~~~~~PASSED: Test Case 1: ~~~~IN:~~Enter day and month: 41 10~~~~Exp OUT:~~Invalid date~~~~~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Test Case 2: ~~~~IN:~~Enter day and month: 17 11~~~~Exp OUT:~~Thursday~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 3: ~~~~IN:~~Enter day and month: 1 1~~~~Exp OUT:~~Saturday~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 4: ~~~~IN:~~Enter day and month: 12 8~~~~Exp OUT:~~Friday~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 20 out of 20~~~~~~FAILED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Printed Output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 40 ############
22MI33013;0;0;0;0;10;0;5;5;5;25;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 5:~~Printed Output~~  Mark/s obtained: 5 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 25 ############
