"Student_Name";"Test_Case_1 (10)";"Code_1 (10)";"Code_2 (10)";"Code_3 (10)";"Code_4 (10)";"Code_5 (10)";"Code_6 (10)";"Code_7 (10)";"Code_8 (20)";"Code_9 (10)";"Total_Marks (110)";"Comments"
22MA10010;0;0;0;0;0;10;10;10;0;0;30;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~taken inputs~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 2:~~(a) taken input for format specifier for eg: %d~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~(a) taken input from user~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~(a) printed output to user~~  Mark/s obtained: 0 out of 10~~~~~~PASSED: Code Case 5:~~(b) taken input using %19s %29s~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 6:~~(b) printed output to user~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 7:~~(c) taken input using %[^\n]%*c or %[^\n]s~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 8:~~(c) computed frequency of digits, special characters, vowels, consonants, sentences~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 9:~~(c) printed output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 30/110 ##########
22MA10029;10;10;10;10;10;10;10;0;0;0;70;========= TEST CASES =========~~~~PASSED: All test cases - Marks : 10 out of 10~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken inputs~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~(a) taken input for format specifier for eg: %d~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~(a) taken input from user~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~(a) printed output to user~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~(b) taken input using %19s %29s~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 6:~~(b) printed output to user~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 7:~~(c) taken input using %[^\n]%*c or %[^\n]s~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 8:~~(c) computed frequency of digits, special characters, vowels, consonants, sentences~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 9:~~(c) printed output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 70/110 ##########
22MA10048;0;0;0;0;0;0;0;0;0;0;0;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:%d~~100~~This is a Test Case~~wahahahahahah 1234 #$%^~~~~Desired Output:~~### Part (a) START ###~~Input is a integer: 100~~### Part (a) END ###~~~~### Part (b) START ###~~4 This is a~~### Part (b) END ###~~~~### Part (c) START ###~~Number of digits: 4~~Number of special characters: 5~~Number of words: 8~~Number of vowels: 11~~Number of consonants: 19~~Number of sentences: 1~~### Part (c) END ###~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~13,2036611~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~taken inputs~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 2:~~(a) taken input for format specifier for eg: %d~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~(a) taken input from user~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~(a) printed output to user~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~(b) taken input using %19s %29s~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~(b) printed output to user~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 7:~~(c) taken input using %[^\n]%*c or %[^\n]s~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 8:~~(c) computed frequency of digits, special characters, vowels, consonants, sentences~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 9:~~(c) printed output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 0/110 ##########
22MA10067;0;0;0;0;0;0;0;0;0;0;0;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:%d~~100~~This is a Test Case~~wahahahahahah 1234 #$%^~~~~Desired Output:~~### Part (a) START ###~~Input is a integer: 100~~### Part (a) END ###~~~~### Part (b) START ###~~4 This is a~~### Part (b) END ###~~~~### Part (c) START ###~~Number of digits: 4~~Number of special characters: 5~~Number of words: 8~~Number of vowels: 11~~Number of consonants: 19~~Number of sentences: 1~~### Part (c) END ###~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~Enter an even number:3 + 13~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~taken inputs~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 2:~~(a) taken input for format specifier for eg: %d~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~(a) taken input from user~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~(a) printed output to user~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~(b) taken input using %19s %29s~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~(b) printed output to user~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 7:~~(c) taken input using %[^\n]%*c or %[^\n]s~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 8:~~(c) computed frequency of digits, special characters, vowels, consonants, sentences~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 9:~~(c) printed output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 0/110 ##########
22ME10015;0;0;0;0;0;0;0;0;0;0;0;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:%d~~100~~This is a Test Case~~wahahahahahah 1234 #$%^~~~~Desired Output:~~### Part (a) START ###~~Input is a integer: 100~~### Part (a) END ###~~~~### Part (b) START ###~~4 This is a~~### Part (b) END ###~~~~### Part (c) START ###~~Number of digits: 4~~Number of special characters: 5~~Number of words: 8~~Number of vowels: 11~~Number of consonants: 19~~Number of sentences: 1~~### Part (c) END ###~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~taken inputs~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 2:~~(a) taken input for format specifier for eg: %d~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~(a) taken input from user~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~(a) printed output to user~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~(b) taken input using %19s %29s~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~(b) printed output to user~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 7:~~(c) taken input using %[^\n]%*c or %[^\n]s~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 8:~~(c) computed frequency of digits, special characters, vowels, consonants, sentences~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 9:~~(c) printed output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 0/110 ##########
22ME10034;0;0;0;10;10;0;0;10;0;0;30;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~taken inputs~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 2:~~(a) taken input for format specifier for eg: %d~~  Mark/s obtained: 0 out of 10~~~~~~PASSED: Code Case 3:~~(a) taken input from user~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~(a) printed output to user~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 5:~~(b) taken input using %19s %29s~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~(b) printed output to user~~  Mark/s obtained: 0 out of 10~~~~~~PASSED: Code Case 7:~~(c) taken input using %[^\n]%*c or %[^\n]s~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 8:~~(c) computed frequency of digits, special characters, vowels, consonants, sentences~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 9:~~(c) printed output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 30/110 ##########
22ME10053;0;0;0;0;0;10;10;10;16;10;56;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:%d~~100~~This is a Test Case~~wahahahahahah 1234 #$%^~~~~Desired Output:~~### Part (a) START ###~~Input is a integer: 100~~### Part (a) END ###~~~~### Part (b) START ###~~4 This is a~~### Part (b) END ###~~~~### Part (c) START ###~~Number of digits: 4~~Number of special characters: 5~~Number of words: 8~~Number of vowels: 11~~Number of consonants: 19~~Number of sentences: 1~~### Part (c) END ###~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~Enter the string for ques_c : ~~Numeric Characters : 0~~Special Printable Characters : 1~~Words : 0~~Vowels : 0~~Consonants :1~~Sentences : 0~~Enter the string for ques_b : x : 2 ~~str1 : This ~~ str2 : is ~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~taken inputs~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 2:~~(a) taken input for format specifier for eg: %d~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~(a) taken input from user~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~(a) printed output to user~~  Mark/s obtained: 0 out of 10~~~~~~PASSED: Code Case 5:~~(b) taken input using %19s %29s~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 6:~~(b) printed output to user~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 7:~~(c) taken input using %[^\n]%*c or %[^\n]s~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 8:~~(c) computed frequency of digits, special characters, vowels, consonants, sentences~~  Mark/s obtained: 16 out of 20~~~~~~PASSED: Code Case 9:~~(c) printed output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 56/110 ##########
22ME10072;0;0;0;0;0;0;0;10;19;10;39;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~taken inputs~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 2:~~(a) taken input for format specifier for eg: %d~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~(a) taken input from user~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~(a) printed output to user~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~(b) taken input using %19s %29s~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~(b) printed output to user~~  Mark/s obtained: 0 out of 10~~~~~~PASSED: Code Case 7:~~(c) taken input using %[^\n]%*c or %[^\n]s~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 8:~~(c) computed frequency of digits, special characters, vowels, consonants, sentences~~  Mark/s obtained: 19 out of 20~~~~~~PASSED: Code Case 9:~~(c) printed output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 39/110 ##########
22ME10091;10;10;0;0;0;0;0;0;0;0;20;========= TEST CASES =========~~~~PASSED: All test cases - Marks : 10 out of 10~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken inputs~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~(a) taken input for format specifier for eg: %d~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~(a) taken input from user~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~(a) printed output to user~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~(b) taken input using %19s %29s~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~(b) printed output to user~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 7:~~(c) taken input using %[^\n]%*c or %[^\n]s~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 8:~~(c) computed frequency of digits, special characters, vowels, consonants, sentences~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 9:~~(c) printed output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 20/110 ##########
22ME30012;10;10;10;10;10;0;0;10;18;10;88;========= TEST CASES =========~~~~PASSED: All test cases - Marks : 10 out of 10~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken inputs~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~(a) taken input for format specifier for eg: %d~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~(a) taken input from user~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~(a) printed output to user~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 5:~~(b) taken input using %19s %29s~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~(b) printed output to user~~  Mark/s obtained: 0 out of 10~~~~~~PASSED: Code Case 7:~~(c) taken input using %[^\n]%*c or %[^\n]s~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 8:~~(c) computed frequency of digits, special characters, vowels, consonants, sentences~~  Mark/s obtained: 18 out of 20~~~~~~PASSED: Code Case 9:~~(c) printed output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 88/110 ##########
22ME30031;0;10;0;10;0;0;0;0;0;0;20;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:%d~~100~~This is a Test Case~~wahahahahahah 1234 #$%^~~~~Desired Output:~~### Part (a) START ###~~Input is a integer: 100~~### Part (a) END ###~~~~### Part (b) START ###~~4 This is a~~### Part (b) END ###~~~~### Part (c) START ###~~Number of digits: 4~~Number of special characters: 5~~Number of words: 8~~Number of vowels: 11~~Number of consonants: 19~~Number of sentences: 1~~### Part (c) END ###~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~%d~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken inputs~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~(a) taken input for format specifier for eg: %d~~  Mark/s obtained: 0 out of 10~~~~~~PASSED: Code Case 3:~~(a) taken input from user~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 4:~~(a) printed output to user~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~(b) taken input using %19s %29s~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~(b) printed output to user~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 7:~~(c) taken input using %[^\n]%*c or %[^\n]s~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 8:~~(c) computed frequency of digits, special characters, vowels, consonants, sentences~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 9:~~(c) printed output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 20/110 ##########
22ME30050;0;0;0;0;0;0;0;0;0;0;0;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:%d~~100~~This is a Test Case~~wahahahahahah 1234 #$%^~~~~Desired Output:~~### Part (a) START ###~~Input is a integer: 100~~### Part (a) END ###~~~~### Part (b) START ###~~4 This is a~~### Part (b) END ###~~~~### Part (c) START ###~~Number of digits: 4~~Number of special characters: 5~~Number of words: 8~~Number of vowels: 11~~Number of consonants: 19~~Number of sentences: 1~~### Part (c) END ###~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~taken inputs~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 2:~~(a) taken input for format specifier for eg: %d~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~(a) taken input from user~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~(a) printed output to user~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~(b) taken input using %19s %29s~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~(b) printed output to user~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 7:~~(c) taken input using %[^\n]%*c or %[^\n]s~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 8:~~(c) computed frequency of digits, special characters, vowels, consonants, sentences~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 9:~~(c) printed output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 0/110 ##########
22ME30069;0;0;0;0;0;0;0;0;0;0;0;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:%d~~100~~This is a Test Case~~wahahahahahah 1234 #$%^~~~~Desired Output:~~### Part (a) START ###~~Input is a integer: 100~~### Part (a) END ###~~~~### Part (b) START ###~~4 This is a~~### Part (b) END ###~~~~### Part (c) START ###~~Number of digits: 4~~Number of special characters: 5~~Number of words: 8~~Number of vowels: 11~~Number of consonants: 19~~Number of sentences: 1~~### Part (c) END ###~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~Enter value of x~~Time taken for iterative and recursive~~0.000000,0.000000~~values are:~~0.000000 , 0.000000~~Difference in CPU timings:~~0.000000~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~taken inputs~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 2:~~(a) taken input for format specifier for eg: %d~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~(a) taken input from user~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~(a) printed output to user~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~(b) taken input using %19s %29s~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~(b) printed output to user~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 7:~~(c) taken input using %[^\n]%*c or %[^\n]s~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 8:~~(c) computed frequency of digits, special characters, vowels, consonants, sentences~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 9:~~(c) printed output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 0/110 ##########
22MF10015;0;10;0;0;0;0;0;0;0;0;10;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken inputs~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~(a) taken input for format specifier for eg: %d~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~(a) taken input from user~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~(a) printed output to user~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~(b) taken input using %19s %29s~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~(b) printed output to user~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 7:~~(c) taken input using %[^\n]%*c or %[^\n]s~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 8:~~(c) computed frequency of digits, special characters, vowels, consonants, sentences~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 9:~~(c) printed output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 10/110 ##########
22MF10034;10;10;10;10;10;0;0;0;0;0;50;========= TEST CASES =========~~~~PASSED: All test cases - Marks : 10 out of 10~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken inputs~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~(a) taken input for format specifier for eg: %d~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~(a) taken input from user~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~(a) printed output to user~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 5:~~(b) taken input using %19s %29s~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~(b) printed output to user~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 7:~~(c) taken input using %[^\n]%*c or %[^\n]s~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 8:~~(c) computed frequency of digits, special characters, vowels, consonants, sentences~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 9:~~(c) printed output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 50/110 ##########
22MF3IM06;10;10;10;10;10;0;0;0;0;0;50;========= TEST CASES =========~~~~PASSED: All test cases - Marks : 10 out of 10~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken inputs~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~(a) taken input for format specifier for eg: %d~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~(a) taken input from user~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~(a) printed output to user~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 5:~~(b) taken input using %19s %29s~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~(b) printed output to user~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 7:~~(c) taken input using %[^\n]%*c or %[^\n]s~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 8:~~(c) computed frequency of digits, special characters, vowels, consonants, sentences~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 9:~~(c) printed output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 50/110 ##########
22MI10002;3;10;0;0;0;10;10;0;0;0;33;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:%d~~100~~This is a Test Case~~wahahahahahah 1234 #$%^~~~~Desired Output:~~### Part (a) START ###~~Input is a integer: 100~~### Part (a) END ###~~~~### Part (b) START ###~~4 This is a~~### Part (b) END ###~~~~### Part (c) START ###~~Number of digits: 4~~Number of special characters: 5~~Number of words: 8~~Number of vowels: 11~~Number of consonants: 19~~Number of sentences: 1~~### Part (c) END ###~~ ~~  Mark/s obtained: 3 out of 10~~~~~~Your output:~~x: 2~~str1: %d~~str2: 100~~Numeric Characters: 0~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken inputs~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~(a) taken input for format specifier for eg: %d~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~(a) taken input from user~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~(a) printed output to user~~  Mark/s obtained: 0 out of 10~~~~~~PASSED: Code Case 5:~~(b) taken input using %19s %29s~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 6:~~(b) printed output to user~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 7:~~(c) taken input using %[^\n]%*c or %[^\n]s~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 8:~~(c) computed frequency of digits, special characters, vowels, consonants, sentences~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 9:~~(c) printed output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 33/110 ##########
22MI10040;4;4;0;0;0;10;10;0;0;0;28;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:%d~~100~~This is a Test Case~~wahahahahahah 1234 #$%^~~~~Desired Output:~~### Part (a) START ###~~Input is a integer: 100~~### Part (a) END ###~~~~### Part (b) START ###~~4 This is a~~### Part (b) END ###~~~~### Part (c) START ###~~Number of digits: 4~~Number of special characters: 5~~Number of words: 8~~Number of vowels: 11~~Number of consonants: 19~~Number of sentences: 1~~### Part (c) END ###~~ ~~  Mark/s obtained: 4 out of 10~~~~~~Your output:~~x: 2~~str1: %d~~str2: 100~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~taken inputs~~  Mark/s obtained: 4 out of 10~~~~~~FAILED: Code Case 2:~~(a) taken input for format specifier for eg: %d~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~(a) taken input from user~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~(a) printed output to user~~  Mark/s obtained: 0 out of 10~~~~~~PASSED: Code Case 5:~~(b) taken input using %19s %29s~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 6:~~(b) printed output to user~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 7:~~(c) taken input using %[^\n]%*c or %[^\n]s~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 8:~~(c) computed frequency of digits, special characters, vowels, consonants, sentences~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 9:~~(c) printed output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 28/110 ##########
22MI10059;0;0;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 110 out of 110~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 0/110 ##########
