"Student_Name";"Test_Case_1 (10)";"Test_Case_2 (10)";"Test_Case_3 (10)";"Test_Case_4 (10)";"Test_Case_5 (10)";"Code_1 (10)";"Code_2 (15)";"Code_3 (15)";"Code_4 (10)";"Code_5 (-5)";"Code_6 (-5)";"Total_Marks (100)";"Comments"
23CS10051;10;10;10;10;10;10;15;15;10;0;-2;98;========= TEST CASES =========~~~~PASSED: All test cases - Marks : 50 out of 50~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Scanf taken correctly (in the correct order)~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Computed fare based on distance~~  Mark/s obtained: 15 out of 15~~~~~~PASSED: Code Case 3:~~Computed fare based on hours~~  Mark/s obtained: 15 out of 15~~~~~~PASSED: Code Case 4:~~Printed the total fare~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Negative Code Case 6:~~Code logic not commented (including name and roll number)~~  Mark/s lost: -2 out of -5~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 98/100 ##########
23MF10004;10;10;0;0;0;10;12;12;10;0;-5;59;========= TEST CASES =========~~~~~~FAILED: Test Case 3: ~~INPUT:13 5~~Desired Output:~~~~Enter km and hrs: 13 5~~Fare: Rs. 268 ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~Enter the distance travelled in kilometres: Enter the time period of hiring in hours: The total fare is: 238~~~~~~FAILED: Test Case 4: ~~INPUT:17 15~~Desired Output:~~~~Enter km and hrs: 17 15~~Fare: Rs. 598 ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~Enter the distance travelled in kilometres: Enter the time period of hiring in hours: The total fare is: 344~~~~~~FAILED: Test Case 5: ~~INPUT:5 30~~Desired Output:~~~~Enter km and hrs: 5 30~~Fare: Rs. 820 ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~Enter the distance travelled in kilometres: Enter the time period of hiring in hours: The total fare is: 320~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Scanf taken correctly (in the correct order)~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Computed fare based on distance~~  Mark/s obtained: 12 out of 15~~~~~~FAILED: Code Case 3:~~Computed fare based on hours~~  Mark/s obtained: 12 out of 15~~~~~~PASSED: Code Case 4:~~Printed the total fare~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Negative Code Case 6:~~Code logic not commented (including name and roll number)~~  Mark/s lost: -5 out of -5~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 59/100 ##########
23EE10016;0;0;0;0;0;5;10;5;10;-5;-2;23;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 50~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Scanf taken correctly (in the correct order)~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 2:~~Computed fare based on distance~~  Mark/s obtained: 10 out of 15~~~~~~FAILED: Code Case 3:~~Computed fare based on hours~~  Mark/s obtained: 5 out of 15~~~~~~PASSED: Code Case 4:~~Printed the total fare~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Negative Code Case 5:~~Code not properly formatted (indentation, spacing, etc.)~~  Mark/s lost: -5 out of -5~~~~~~FAILED: Negative Code Case 6:~~Code logic not commented (including name and roll number)~~  Mark/s lost: -2 out of -5~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 23/100 ##########
23EX10024;10;0;0;10;0;10;12;12;10;-2;-2;60;========= TEST CASES =========~~~~~~FAILED: Test Case 2: ~~INPUT:7 5~~Desired Output:~~~~Enter km and hrs: 7 5~~Fare: Rs. 220 ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~ENTER THE DISTANCE TRAVELLED AND TIME TAKEN~~THE FARE IS 320~~~~FAILED: Test Case 3: ~~INPUT:13 5~~Desired Output:~~~~Enter km and hrs: 13 5~~Fare: Rs. 268 ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~ENTER THE DISTANCE TRAVELLED AND TIME TAKEN~~THE FARE IS 368~~~~FAILED: Test Case 5: ~~INPUT:5 30~~Desired Output:~~~~Enter km and hrs: 5 30~~Fare: Rs. 820 ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~ENTER THE DISTANCE TRAVELLED AND TIME TAKEN~~THE FARE IS 20~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Scanf taken correctly (in the correct order)~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Computed fare based on distance~~  Mark/s obtained: 12 out of 15~~~~~~FAILED: Code Case 3:~~Computed fare based on hours~~  Mark/s obtained: 12 out of 15~~~~~~PASSED: Code Case 4:~~Printed the total fare~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Negative Code Case 5:~~Code not properly formatted (indentation, spacing, etc.)~~  Mark/s lost: -2 out of -5~~~~~~FAILED: Negative Code Case 6:~~Code logic not commented (including name and roll number)~~  Mark/s lost: -2 out of -5~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 60/100 ##########
23CS10031;0;0;0;0;0;10;10;5;10;-5;-5;25;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 50~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Scanf taken correctly (in the correct order)~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Computed fare based on distance~~  Mark/s obtained: 10 out of 15~~~~~~FAILED: Code Case 3:~~Computed fare based on hours~~  Mark/s obtained: 5 out of 15~~~~~~PASSED: Code Case 4:~~Printed the total fare~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Negative Code Case 5:~~Code not properly formatted (indentation, spacing, etc.)~~  Mark/s lost: -5 out of -5~~~~~~FAILED: Negative Code Case 6:~~Code logic not commented (including name and roll number)~~  Mark/s lost: -5 out of -5~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 25/100 ##########
23PH10032;0;0;0;0;0;10;0;0;0;0;0;10;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 50~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Scanf taken correctly (in the correct order)~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Computed fare based on distance~~  Mark/s obtained: 0 out of 15~~~~~~FAILED: Code Case 3:~~Computed fare based on hours~~  Mark/s obtained: 0 out of 15~~~~~~FAILED: Code Case 4:~~Printed the total fare~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 10/100 ##########
23CH10006;0;0;0;0;10;10;12;12;10;0;-2;52;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:5 0~~Desired Output:~~~~Enter km and hrs: 5 0~~Fare: Rs. 20 ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~Enter the distance in km: Enter the time in hour: Taxi fare = 0 considering time onlyYour total fare = 520~~~~FAILED: Test Case 2: ~~INPUT:7 5~~Desired Output:~~~~Enter km and hrs: 7 5~~Fare: Rs. 220 ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~Enter the distance in km: Enter the time in hour: Taxi fare = 200 considering time only~~Your total fare = 520~~~~FAILED: Test Case 3: ~~INPUT:13 5~~Desired Output:~~~~Enter km and hrs: 13 5~~Fare: Rs. 268 ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~Enter the distance in km: Enter the time in hour: Taxi fare = 200 considering time only~~Your total fare = 538~~~~FAILED: Test Case 4: ~~INPUT:17 15~~Desired Output:~~~~Enter km and hrs: 17 15~~Fare: Rs. 598 ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~Enter the distance in km: Enter the time in hour: Taxi fare = 500 considering time only~~Your total fare = 544~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Scanf taken correctly (in the correct order)~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Computed fare based on distance~~  Mark/s obtained: 12 out of 15~~~~~~FAILED: Code Case 3:~~Computed fare based on hours~~  Mark/s obtained: 12 out of 15~~~~~~PASSED: Code Case 4:~~Printed the total fare~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Negative Code Case 6:~~Code logic not commented (including name and roll number)~~  Mark/s lost: -2 out of -5~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 52/100 ##########
23EC30056;10;10;10;10;10;10;15;15;10;0;0;100;Good work~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 50 out of 50~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Scanf taken correctly (in the correct order)~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Computed fare based on distance~~  Mark/s obtained: 15 out of 15~~~~~~PASSED: Code Case 3:~~Computed fare based on hours~~  Mark/s obtained: 15 out of 15~~~~~~PASSED: Code Case 4:~~Printed the total fare~~  Mark/s obtained: 10 out of 10~~~~PASSED: All code cases - Marks : 50 out of 50~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 100/100 #########
23MI33022;10;10;10;10;10;10;15;15;8;0;0;98;Its good to give comments, but only give necesary comments, also you missed your name and roll number~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 50 out of 50~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Scanf taken correctly (in the correct order)~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Computed fare based on distance~~  Mark/s obtained: 15 out of 15~~~~~~PASSED: Code Case 3:~~Computed fare based on hours~~  Mark/s obtained: 15 out of 15~~~~~~FAILED: Code Case 4:~~Printed the total fare~~  Mark/s obtained: 8 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 98/100 ##########
23ME30058;0;0;0;0;0;10;10;10;10;0;-2;38;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:5 0~~Desired Output:~~~~Enter km and hrs: 5 0~~Fare: Rs. 20 ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~Enter the total kilometers travelled ~~Enter the hours for which taxi was retained ~~The fare for the ride is 100.000000.~~~~FAILED: Test Case 2: ~~INPUT:7 5~~Desired Output:~~~~Enter km and hrs: 7 5~~Fare: Rs. 220 ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~Enter the total kilometers travelled ~~Enter the hours for which taxi was retained ~~The fare for the ride is 340.000000.~~~~FAILED: Test Case 3: ~~INPUT:13 5~~Desired Output:~~~~Enter km and hrs: 13 5~~Fare: Rs. 268 ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~Enter the total kilometers travelled ~~Enter the hours for which taxi was retained ~~The fare for the ride is 408.000000.~~~~FAILED: Test Case 4: ~~INPUT:17 15~~Desired Output:~~~~Enter km and hrs: 17 15~~Fare: Rs. 598 ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~Enter the total kilometers travelled ~~Enter the hours for which taxi was retained ~~The fare for the ride is 738.000000.~~~~FAILED: Test Case 5: ~~INPUT:5 30~~Desired Output:~~~~Enter km and hrs: 5 30~~Fare: Rs. 820 ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~Enter the total kilometers travelled ~~Enter the hours for which taxi was retained ~~The fare for the ride is 675.000000.~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Scanf taken correctly (in the correct order)~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Computed fare based on distance~~  Mark/s obtained: 10 out of 15~~~~~~FAILED: Code Case 3:~~Computed fare based on hours~~  Mark/s obtained: 10 out of 15~~~~~~PASSED: Code Case 4:~~Printed the total fare~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Negative Code Case 6:~~Code logic not commented (including name and roll number)~~  Mark/s lost: -2 out of -5~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 38/100 ##########
23PH10013;10;10;10;10;10;10;15;15;10;0;0;100;Perfect~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 50 out of 50~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Scanf taken correctly (in the correct order)~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Computed fare based on distance~~  Mark/s obtained: 15 out of 15~~~~~~PASSED: Code Case 3:~~Computed fare based on hours~~  Mark/s obtained: 15 out of 15~~~~~~PASSED: Code Case 4:~~Printed the total fare~~  Mark/s obtained: 10 out of 10~~~~PASSED: All code cases - Marks : 50 out of 50~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 100/100 #########
23MF10042;10;10;10;10;0;10;15;15;10;0;-2;88;========= TEST CASES =========~~~~~~FAILED: Test Case 5: ~~INPUT:5 30~~Desired Output:~~~~Enter km and hrs: 5 30~~Fare: Rs. 820 ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~Enter the distance travelled~~Enter the time retained~~The total fare to be paid is 804~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Scanf taken correctly (in the correct order)~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Computed fare based on distance~~  Mark/s obtained: 15 out of 15~~~~~~PASSED: Code Case 3:~~Computed fare based on hours~~  Mark/s obtained: 15 out of 15~~~~~~PASSED: Code Case 4:~~Printed the total fare~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Negative Code Case 6:~~Code logic not commented (including name and roll number)~~  Mark/s lost: -2 out of -5~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 88/100 ##########
23EC30016;0;0;0;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 0/100 ##########
23EE10076;0;0;0;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 0/100 ##########
23ME30039;0;0;0;0;0;10;12;12;10;0;0;44;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:5 0~~Desired Output:~~~~Enter km and hrs: 5 0~~Fare: Rs. 20 ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~please enter total distance in km and time required in htotal fare is 100~~~~FAILED: Test Case 2: ~~INPUT:7 5~~Desired Output:~~~~Enter km and hrs: 7 5~~Fare: Rs. 220 ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~please enter total distance in km and time required in htotal fare is 340~~~~FAILED: Test Case 3: ~~INPUT:13 5~~Desired Output:~~~~Enter km and hrs: 13 5~~Fare: Rs. 268 ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~please enter total distance in km and time required in htotal fare is 408~~~~FAILED: Test Case 4: ~~INPUT:17 15~~Desired Output:~~~~Enter km and hrs: 17 15~~Fare: Rs. 598 ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~please enter total distance in km and time required in htotal fare is 738~~~~FAILED: Test Case 5: ~~INPUT:5 30~~Desired Output:~~~~Enter km and hrs: 5 30~~Fare: Rs. 820 ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~please enter total distance in km and time required in htotal fare is 1400~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Scanf taken correctly (in the correct order)~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Computed fare based on distance~~  Mark/s obtained: 12 out of 15~~~~~~FAILED: Code Case 3:~~Computed fare based on hours~~  Mark/s obtained: 12 out of 15~~~~~~PASSED: Code Case 4:~~Printed the total fare~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 44/100 ##########
23MI10033;10;10;10;10;10;10;15;15;10;0;0;100;Perfect~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 50 out of 50~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Scanf taken correctly (in the correct order)~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Computed fare based on distance~~  Mark/s obtained: 15 out of 15~~~~~~PASSED: Code Case 3:~~Computed fare based on hours~~  Mark/s obtained: 15 out of 15~~~~~~PASSED: Code Case 4:~~Printed the total fare~~  Mark/s obtained: 10 out of 10~~~~PASSED: All code cases - Marks : 50 out of 50~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 100/100 #########
23CE10085;0;0;0;0;0;10;10;10;0;0;-2;28;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 50~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Scanf taken correctly (in the correct order)~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Computed fare based on distance~~  Mark/s obtained: 10 out of 15~~~~~~FAILED: Code Case 3:~~Computed fare based on hours~~  Mark/s obtained: 10 out of 15~~~~~~FAILED: Code Case 4:~~Printed the total fare~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Negative Code Case 6:~~Code logic not commented (including name and roll number)~~  Mark/s lost: -2 out of -5~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 28/100 ##########
23MT10053;10;10;10;10;10;10;15;15;10;0;-5;95;========= TEST CASES =========~~~~PASSED: All test cases - Marks : 50 out of 50~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Scanf taken correctly (in the correct order)~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Computed fare based on distance~~  Mark/s obtained: 15 out of 15~~~~~~PASSED: Code Case 3:~~Computed fare based on hours~~  Mark/s obtained: 15 out of 15~~~~~~PASSED: Code Case 4:~~Printed the total fare~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Negative Code Case 6:~~Code logic not commented (including name and roll number)~~  Mark/s lost: -5 out of -5~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 95/100 ##########
23AE10016;0;0;0;0;0;0;0;0;0;0;0;0;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:5 0~~Desired Output:~~~~Enter km and hrs: 5 0~~Fare: Rs. 20 ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~1  2  3  4  5  6  7  8  9  10  ~~~~FAILED: Test Case 2: ~~INPUT:7 5~~Desired Output:~~~~Enter km and hrs: 7 5~~Fare: Rs. 220 ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~1  2  3  4  5  6  7  8  9  10  ~~~~FAILED: Test Case 3: ~~INPUT:13 5~~Desired Output:~~~~Enter km and hrs: 13 5~~Fare: Rs. 268 ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~1  2  3  4  5  6  7  8  9  10  ~~~~FAILED: Test Case 4: ~~INPUT:17 15~~Desired Output:~~~~Enter km and hrs: 17 15~~Fare: Rs. 598 ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~1  2  3  4  5  6  7  8  9  10  ~~~~FAILED: Test Case 5: ~~INPUT:5 30~~Desired Output:~~~~Enter km and hrs: 5 30~~Fare: Rs. 820 ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~1  2  3  4  5  6  7  8  9  10  ~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Scanf taken correctly (in the correct order)~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 2:~~Computed fare based on distance~~  Mark/s obtained: 0 out of 15~~~~~~FAILED: Code Case 3:~~Computed fare based on hours~~  Mark/s obtained: 0 out of 15~~~~~~FAILED: Code Case 4:~~Printed the total fare~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 0/100 ##########
23MT10015;10;10;0;0;10;10;10;15;10;0;-2;73;========= TEST CASES =========~~~~~~FAILED: Test Case 3: ~~INPUT:13 5~~Desired Output:~~~~Enter km and hrs: 13 5~~Fare: Rs. 268 ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~Enter distance: Enter hours: Total amount= 270~~~~FAILED: Test Case 4: ~~INPUT:17 15~~Desired Output:~~~~Enter km and hrs: 17 15~~Fare: Rs. 598 ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~Enter distance: Enter hours: Total amount= 610~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Scanf taken correctly (in the correct order)~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Computed fare based on distance~~  Mark/s obtained: 10 out of 15~~~~~~PASSED: Code Case 3:~~Computed fare based on hours~~  Mark/s obtained: 15 out of 15~~~~~~PASSED: Code Case 4:~~Printed the total fare~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Negative Code Case 6:~~Code logic not commented (including name and roll number)~~  Mark/s lost: -2 out of -5~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 73/100 ##########
23CY10029;0;0;0;10;10;10;15;15;8;-2;-2;64;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:5 0~~Desired Output:~~~~Enter km and hrs: 5 0~~Fare: Rs. 20 ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~the total number of kilometer travelled taxi   ~~the total  time taken by the taxi in hours ~~~~~~FAILED: Test Case 2: ~~INPUT:7 5~~Desired Output:~~~~Enter km and hrs: 7 5~~Fare: Rs. 220 ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~the total number of kilometer travelled taxi   ~~the total  time taken by the taxi in hours ~~~~~~FAILED: Test Case 3: ~~INPUT:13 5~~Desired Output:~~~~Enter km and hrs: 13 5~~Fare: Rs. 268 ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~the total number of kilometer travelled taxi   ~~the total  time taken by the taxi in hours ~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Scanf taken correctly (in the correct order)~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Computed fare based on distance~~  Mark/s obtained: 15 out of 15~~~~~~PASSED: Code Case 3:~~Computed fare based on hours~~  Mark/s obtained: 15 out of 15~~~~~~FAILED: Code Case 4:~~Printed the total fare~~  Mark/s obtained: 8 out of 10~~~~~~FAILED: Negative Code Case 5:~~Code not properly formatted (indentation, spacing, etc.)~~  Mark/s lost: -2 out of -5~~~~~~FAILED: Negative Code Case 6:~~Code logic not commented (including name and roll number)~~  Mark/s lost: -2 out of -5~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 64/100 ##########
23MT10034;0;0;0;0;0;10;10;10;10;0;-2;38;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 50~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Scanf taken correctly (in the correct order)~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Computed fare based on distance~~  Mark/s obtained: 10 out of 15~~~~~~FAILED: Code Case 3:~~Computed fare based on hours~~  Mark/s obtained: 10 out of 15~~~~~~PASSED: Code Case 4:~~Printed the total fare~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Negative Code Case 6:~~Code logic not commented (including name and roll number)~~  Mark/s lost: -2 out of -5~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 38/100 ##########
23EC10026;0;0;0;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 0/100 ##########
23ME10025;0;0;0;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 0/100 ##########
23CE30018;0;0;0;0;0;10;10;10;10;0;-2;38;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:5 0~~Desired Output:~~~~Enter km and hrs: 5 0~~Fare: Rs. 20 ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~enter the distance travelled (in km) :enter the hours the taxi was retained:fair=320~~~~~~FAILED: Test Case 2: ~~INPUT:7 5~~Desired Output:~~~~Enter km and hrs: 7 5~~Fare: Rs. 220 ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~enter the distance travelled (in km) :enter the hours the taxi was retained:fair=320~~~~~~FAILED: Test Case 3: ~~INPUT:13 5~~Desired Output:~~~~Enter km and hrs: 13 5~~Fare: Rs. 268 ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~enter the distance travelled (in km) :enter the hours the taxi was retained:fare=368~~~~~~FAILED: Test Case 4: ~~INPUT:17 15~~Desired Output:~~~~Enter km and hrs: 17 15~~Fare: Rs. 598 ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~enter the distance travelled (in km) :enter the hours the taxi was retained:fare=398~~~~~~FAILED: Test Case 5: ~~INPUT:5 30~~Desired Output:~~~~Enter km and hrs: 5 30~~Fare: Rs. 820 ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~enter the distance travelled (in km) :enter the hours the taxi was retained:fair=320~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Scanf taken correctly (in the correct order)~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Computed fare based on distance~~  Mark/s obtained: 10 out of 15~~~~~~FAILED: Code Case 3:~~Computed fare based on hours~~  Mark/s obtained: 10 out of 15~~~~~~PASSED: Code Case 4:~~Printed the total fare~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Negative Code Case 6:~~Code logic not commented (including name and roll number)~~  Mark/s lost: -2 out of -5~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 38/100 ##########
23AG10027;0;0;0;0;0;0;5;5;5;0;0;15;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:5 0~~Desired Output:~~~~Enter km and hrs: 5 0~~Fare: Rs. 20 ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~[ERROR: SEGMENTATION_FAULT or RUNTIMEOUT]~~~~FAILED: Test Case 2: ~~INPUT:7 5~~Desired Output:~~~~Enter km and hrs: 7 5~~Fare: Rs. 220 ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~[ERROR: SEGMENTATION_FAULT or RUNTIMEOUT]~~~~FAILED: Test Case 3: ~~INPUT:13 5~~Desired Output:~~~~Enter km and hrs: 13 5~~Fare: Rs. 268 ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~[ERROR: SEGMENTATION_FAULT or RUNTIMEOUT]~~~~FAILED: Test Case 4: ~~INPUT:17 15~~Desired Output:~~~~Enter km and hrs: 17 15~~Fare: Rs. 598 ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~[ERROR: SEGMENTATION_FAULT or RUNTIMEOUT]~~~~FAILED: Test Case 5: ~~INPUT:5 30~~Desired Output:~~~~Enter km and hrs: 5 30~~Fare: Rs. 820 ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~[ERROR: SEGMENTATION_FAULT or RUNTIMEOUT]~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Scanf taken correctly (in the correct order)~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 2:~~Computed fare based on distance~~  Mark/s obtained: 5 out of 15~~~~~~FAILED: Code Case 3:~~Computed fare based on hours~~  Mark/s obtained: 5 out of 15~~~~~~FAILED: Code Case 4:~~Printed the total fare~~  Mark/s obtained: 5 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 15/100 ##########
