"Student_Name";"Test_Case_1 (10)";"Test_Case_2 (10)";"Test_Case_3 (10)";"Test_Case_4 (10)";"Test_Case_5 (10)";"Code_1 (10)";"Code_2 (10)";"Code_3 (20)";"Code_4 (10)";"Code_5 (10)";"Total_Marks (110)";"Comments"
22AE30015;4;4;4;4;4;10;10;5;0;10;55;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~Enter the Integer:1234~~~~~~~~Exp OUT:~~Most significant digits to least significant digits: ~~1,12,123,1234~~~~Reverse number = 4321~~Difference between Reverse and original number = 3087~~~~ ~~  Mark/s obtained: 4 out of 10~~~~~~Your output:~~enter n valuethe value is :1234the value is :6the value is :16the value is :16the value is :16the value is :16the value is :6the value is :1234the difference is:-16606~~~~FAILED: Test Case 2: ~~IN:~~Enter the Integer:5677~~~~~~~~Exp OUT:~~~~Least significant digits to most significant digits:~~5677,677,77,7~~~~Reverse number = 7765~~Difference between Reverse and original number = 2088~~~~~~ ~~  Mark/s obtained: 4 out of 10~~~~~~Your output:~~enter n valuethe value is :5677the value is :6the value is :16the value is :16the value is :16the value is :16the value is :6the value is :5677the difference is:-12606~~~~FAILED: Test Case 3: ~~IN:~~Enter the Integer:9~~~~~~Exp OUT:~~Least significant digits to most significant digits:~~ 9~~~~Reverse number = 9~~Difference between Reverse and original number = 0~~~~~~ ~~  Mark/s obtained: 4 out of 10~~~~~~Your output:~~enter n valuethe value is :9the value is :6the value is :16the value is :16the value is :16the value is :16the value is :6the value is :9the difference is:-17606~~~~FAILED: Test Case 4: ~~IN:~~Enter the Integer:-38~~~~~~Exp OUT:~~Most significant digits to least significant digits:~~ 3,38~~~~Reverse number = -83~~Difference between Reverse and original number = 45~~~~~~ ~~  Mark/s obtained: 4 out of 10~~~~~~Your output:~~enter n valuethe value is :-38the value is :6the value is :16the value is :16the value is :16the value is :16the value is :6the value is :-38the difference is:-17606~~~~FAILED: Test Case 5: ~~IN:~~Enter the Integer: 90040~~~~~~Exp OUT:~~Most significant digits to least significant digits:~~9,90,900,9004,90040~~~~Reverse number = 4009~~Difference between Reverse and original number = 86031~~~~ ~~  Mark/s obtained: 4 out of 10~~~~~~Your output:~~enter n valuethe value is :90040the value is :6the value is :16the value is :16the value is :16the value is :16the value is :6the value is :90040the difference is:72394~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Read an integer~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Check for odd or even~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Printed the sub-integers from least significant to most significant if odd and vice versa~~  Mark/s obtained: 5 out of 20~~~~~~FAILED: Code Case 4:~~Computed the reverse of the digits~~  Mark/s obtained: 0 out of 10~~~~~~PASSED: Code Case 5:~~Printed the absolute difference between them~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 55 ############
22AG10009;10;10;10;10;10;10;10;20;10;10;110;Keep up the good work~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Read an integer~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Check for odd or even~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Printed the sub-integers from least significant to most significant if odd and vice versa~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Computed the reverse of the digits~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed the absolute difference between them~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 110 ###########
22AG30036;0;0;0;0;0;10;10;0;10;0;30;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 50~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Read an integer~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Check for odd or even~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Printed the sub-integers from least significant to most significant if odd and vice versa~~  Mark/s obtained: 0 out of 20~~~~~~PASSED: Code Case 4:~~Computed the reverse of the digits~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 5:~~Printed the absolute difference between them~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 30 ############
22BT10027;0;0;0;0;0;0;0;0;0;0;0;<PLAG DETECTED - AWARDED 0>~~~~If you have not copied from anywhere,~~Please do not panic.~~Plag is decided by a plag checking program.~~For now continue to do your best.
22BT30030;0;0;0;0;0;0;0;0;0;0;0;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 50~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Read an integer~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 2:~~Check for odd or even~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~Printed the sub-integers from least significant to most significant if odd and vice versa~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 4:~~Computed the reverse of the digits~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Printed the absolute difference between them~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CE10033;0;0;0;0;0;10;0;0;10;0;20;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 50~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Read an integer~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Check for odd or even~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~Printed the sub-integers from least significant to most significant if odd and vice versa~~  Mark/s obtained: 0 out of 20~~~~~~PASSED: Code Case 4:~~Computed the reverse of the digits~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 5:~~Printed the absolute difference between them~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 20 ############
22CH10032;5;5;5;4;5;10;10;20;10;10;84;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~Enter the Integer:1234~~~~~~~~Exp OUT:~~Most significant digits to least significant digits: ~~1,12,123,1234~~~~Reverse number = 4321~~Difference between Reverse and original number = 3087~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~Enter the integer:Most significant digits to least significant digits: ~~1,12,123,1234~~~~FAILED: Test Case 2: ~~IN:~~Enter the Integer:5677~~~~~~~~Exp OUT:~~~~Least significant digits to most significant digits:~~5677,677,77,7~~~~Reverse number = 7765~~Difference between Reverse and original number = 2088~~~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~Enter the integer:Least significant digits to most significant digits: ~~5677,677,77,7~~~~FAILED: Test Case 3: ~~IN:~~Enter the Integer:9~~~~~~Exp OUT:~~Least significant digits to most significant digits:~~ 9~~~~Reverse number = 9~~Difference between Reverse and original number = 0~~~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~Enter the integer:Least significant digits to most significant digits: ~~9~~~~FAILED: Test Case 4: ~~IN:~~Enter the Integer:-38~~~~~~Exp OUT:~~Most significant digits to least significant digits:~~ 3,38~~~~Reverse number = -83~~Difference between Reverse and original number = 45~~~~~~ ~~  Mark/s obtained: 4 out of 10~~~~~~Your output:~~Enter the integer:Most significant digits to least significant digits: ~~-3,-38~~~~FAILED: Test Case 5: ~~IN:~~Enter the Integer: 90040~~~~~~Exp OUT:~~Most significant digits to least significant digits:~~9,90,900,9004,90040~~~~Reverse number = 4009~~Difference between Reverse and original number = 86031~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~Enter the integer:Most significant digits to least significant digits: ~~9,90,900,9004,90040~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Read an integer~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Check for odd or even~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Printed the sub-integers from least significant to most significant if odd and vice versa~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Computed the reverse of the digits~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed the absolute difference between them~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 84 ############
22CH10072;2;2;2;2;2;10;0;0;10;0;30;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~Enter the Integer:1234~~~~~~~~Exp OUT:~~Most significant digits to least significant digits: ~~1,12,123,1234~~~~Reverse number = 4321~~Difference between Reverse and original number = 3087~~~~ ~~  Mark/s obtained: 2 out of 10~~~~~~Your output:~~ENTER The Integer:4~~1000~~~~FAILED: Test Case 2: ~~IN:~~Enter the Integer:5677~~~~~~~~Exp OUT:~~~~Least significant digits to most significant digits:~~5677,677,77,7~~~~Reverse number = 7765~~Difference between Reverse and original number = 2088~~~~~~ ~~  Mark/s obtained: 2 out of 10~~~~~~Your output:~~ENTER The Integer:4~~1000~~~~FAILED: Test Case 3: ~~IN:~~Enter the Integer:9~~~~~~Exp OUT:~~Least significant digits to most significant digits:~~ 9~~~~Reverse number = 9~~Difference between Reverse and original number = 0~~~~~~ ~~  Mark/s obtained: 2 out of 10~~~~~~Your output:~~ENTER The Integer:1~~1~~~~FAILED: Test Case 4: ~~IN:~~Enter the Integer:-38~~~~~~Exp OUT:~~Most significant digits to least significant digits:~~ 3,38~~~~Reverse number = -83~~Difference between Reverse and original number = 45~~~~~~ ~~  Mark/s obtained: 2 out of 10~~~~~~Your output:~~ENTER The Integer:2~~10~~~~FAILED: Test Case 5: ~~IN:~~Enter the Integer: 90040~~~~~~Exp OUT:~~Most significant digits to least significant digits:~~9,90,900,9004,90040~~~~Reverse number = 4009~~Difference between Reverse and original number = 86031~~~~ ~~  Mark/s obtained: 2 out of 10~~~~~~Your output:~~ENTER The Integer:5~~10000~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Read an integer~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Check for odd or even~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~Printed the sub-integers from least significant to most significant if odd and vice versa~~  Mark/s obtained: 0 out of 20~~~~~~PASSED: Code Case 4:~~Computed the reverse of the digits~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 5:~~Printed the absolute difference between them~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 30 ############
22CH30013;0;0;0;0;0;10;10;20;10;10;60;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 50~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Read an integer~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Check for odd or even~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Printed the sub-integers from least significant to most significant if odd and vice versa~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Computed the reverse of the digits~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed the absolute difference between them~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 60 ############
22CS10077;10;10;10;0;10;10;10;20;10;10;100;========= TEST CASES =========~~~~~~FAILED: Test Case 4: ~~IN:~~Enter the Integer:-38~~~~~~Exp OUT:~~Most significant digits to least significant digits:~~ 3,38~~~~Reverse number = -83~~Difference between Reverse and original number = 45~~~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~Enter the integer : ~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Read an integer~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Check for odd or even~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Printed the sub-integers from least significant to most significant if odd and vice versa~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Computed the reverse of the digits~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed the absolute difference between them~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22CS30036;10;10;10;10;10;10;10;20;10;10;110;Keep up the good work~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Read an integer~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Check for odd or even~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Printed the sub-integers from least significant to most significant if odd and vice versa~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Computed the reverse of the digits~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed the absolute difference between them~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 110 ###########
22CY10036;5;5;4;4;5;10;10;20;0;0;63;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~Enter the Integer:1234~~~~~~~~Exp OUT:~~Most significant digits to least significant digits: ~~1,12,123,1234~~~~Reverse number = 4321~~Difference between Reverse and original number = 3087~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~enter any number:1,12,123,1234~~~~FAILED: Test Case 2: ~~IN:~~Enter the Integer:5677~~~~~~~~Exp OUT:~~~~Least significant digits to most significant digits:~~5677,677,77,7~~~~Reverse number = 7765~~Difference between Reverse and original number = 2088~~~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~enter any number:5677,677,77,7~~~~FAILED: Test Case 3: ~~IN:~~Enter the Integer:9~~~~~~Exp OUT:~~Least significant digits to most significant digits:~~ 9~~~~Reverse number = 9~~Difference between Reverse and original number = 0~~~~~~ ~~  Mark/s obtained: 4 out of 10~~~~~~Your output:~~enter any number:9,9,9,9~~~~FAILED: Test Case 4: ~~IN:~~Enter the Integer:-38~~~~~~Exp OUT:~~Most significant digits to least significant digits:~~ 3,38~~~~Reverse number = -83~~Difference between Reverse and original number = 45~~~~~~ ~~  Mark/s obtained: 4 out of 10~~~~~~Your output:~~enter any number:0,0,-3,-38~~~~FAILED: Test Case 5: ~~IN:~~Enter the Integer: 90040~~~~~~Exp OUT:~~Most significant digits to least significant digits:~~9,90,900,9004,90040~~~~Reverse number = 4009~~Difference between Reverse and original number = 86031~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~enter any number:90,900,9004,90040~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Read an integer~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Check for odd or even~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Printed the sub-integers from least significant to most significant if odd and vice versa~~  Mark/s obtained: 20 out of 20~~~~~~FAILED: Code Case 4:~~Computed the reverse of the digits~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Printed the absolute difference between them~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 63 ############
22EC10027;6;9;8;2;5;10;10;20;0;10;80;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~Enter the Integer:1234~~~~~~~~Exp OUT:~~Most significant digits to least significant digits: ~~1,12,123,1234~~~~Reverse number = 4321~~Difference between Reverse and original number = 3087~~~~ ~~  Mark/s obtained: 6 out of 10~~~~~~Your output:~~~~give a number which has no of digits greater or equal to 1 : ~~the reverse number is :4321~~~~the difference between the numbers is 3087~~	7	37	737	2737~~~~FAILED: Test Case 2: ~~IN:~~Enter the Integer:5677~~~~~~~~Exp OUT:~~~~Least significant digits to most significant digits:~~5677,677,77,7~~~~Reverse number = 7765~~Difference between Reverse and original number = 2088~~~~~~ ~~  Mark/s obtained: 9 out of 10~~~~~~Your output:~~~~give a number which has no of digits greater or equal to 1 : ~~the reverse number is :7765~~~~the difference between the numbers is 2088~~	7	77	677	5677~~~~FAILED: Test Case 3: ~~IN:~~Enter the Integer:9~~~~~~Exp OUT:~~Least significant digits to most significant digits:~~ 9~~~~Reverse number = 9~~Difference between Reverse and original number = 0~~~~~~ ~~  Mark/s obtained: 8 out of 10~~~~~~Your output:~~~~give a number which has no of digits greater or equal to 1 : ~~the reverse number is :9~~~~the difference between the numbers is 0~~	9	9~~~~FAILED: Test Case 4: ~~IN:~~Enter the Integer:-38~~~~~~Exp OUT:~~Most significant digits to least significant digits:~~ 3,38~~~~Reverse number = -83~~Difference between Reverse and original number = 45~~~~~~ ~~  Mark/s obtained: 2 out of 10~~~~~~Your output:~~~~give a number which has no of digits greater or equal to 1 : ~~the reverse number is :0~~~~the difference between the numbers is 38~~~~~~FAILED: Test Case 5: ~~IN:~~Enter the Integer: 90040~~~~~~Exp OUT:~~Most significant digits to least significant digits:~~9,90,900,9004,90040~~~~Reverse number = 4009~~Difference between Reverse and original number = 86031~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~~~give a number which has no of digits greater or equal to 1 : ~~the reverse number is :4009~~~~the difference between the numbers is 86031~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Read an integer~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Check for odd or even~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Printed the sub-integers from least significant to most significant if odd and vice versa~~  Mark/s obtained: 20 out of 20~~~~~~FAILED: Code Case 4:~~Computed the reverse of the digits~~  Mark/s obtained: 0 out of 10~~~~~~PASSED: Code Case 5:~~Printed the absolute difference between them~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 80 ############
22EC10067;8;8;6;8;8;10;10;20;10;10;98;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~Enter the Integer:1234~~~~~~~~Exp OUT:~~Most significant digits to least significant digits: ~~1,12,123,1234~~~~Reverse number = 4321~~Difference between Reverse and original number = 3087~~~~ ~~  Mark/s obtained: 8 out of 10~~~~~~Your output:~~Enter any n (n>=1) : Most significant digits to least significant digits:~~1,12,123,1234~~~~Reverse number = 4310~~Difference between Reverse and original number 3076~~1~~~~FAILED: Test Case 2: ~~IN:~~Enter the Integer:5677~~~~~~~~Exp OUT:~~~~Least significant digits to most significant digits:~~5677,677,77,7~~~~Reverse number = 7765~~Difference between Reverse and original number = 2088~~~~~~ ~~  Mark/s obtained: 8 out of 10~~~~~~Your output:~~Enter any n (n>=1) : Most significant digits to most significant digits:~~5677,567,56,5~~~~Reverse number = 7754~~Difference between Reverse and original number 2077~~~~~~FAILED: Test Case 3: ~~IN:~~Enter the Integer:9~~~~~~Exp OUT:~~Least significant digits to most significant digits:~~ 9~~~~Reverse number = 9~~Difference between Reverse and original number = 0~~~~~~ ~~  Mark/s obtained: 6 out of 10~~~~~~Your output:~~Enter any n (n>=1) : Most significant digits to most significant digits:~~9,0,0,0~~~~Reverse number = 9000~~Difference between Reverse and original number 8991~~~~~~FAILED: Test Case 4: ~~IN:~~Enter the Integer:-38~~~~~~Exp OUT:~~Most significant digits to least significant digits:~~ 3,38~~~~Reverse number = -83~~Difference between Reverse and original number = 45~~~~~~ ~~  Mark/s obtained: 8 out of 10~~~~~~Your output:~~Enter any n (n>=1) : Most significant digits to least significant digits:~~0,0,-3,-38~~~~Reverse number = -8300~~Difference between Reverse and original number -8262~~0~~~~FAILED: Test Case 5: ~~IN:~~Enter the Integer: 90040~~~~~~Exp OUT:~~Most significant digits to least significant digits:~~9,90,900,9004,90040~~~~Reverse number = 4009~~Difference between Reverse and original number = 86031~~~~ ~~  Mark/s obtained: 8 out of 10~~~~~~Your output:~~Enter any n (n>=1) : Most significant digits to least significant digits:~~90,900,9004,90040~~~~Reverse number = 400~~Difference between Reverse and original number -89640~~0~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Read an integer~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Check for odd or even~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Printed the sub-integers from least significant to most significant if odd and vice versa~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Computed the reverse of the digits~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed the absolute difference between them~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 98 ############
22EC30015;10;10;10;10;10;10;10;20;10;10;110;Keep up the good work~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Read an integer~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Check for odd or even~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Printed the sub-integers from least significant to most significant if odd and vice versa~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Computed the reverse of the digits~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed the absolute difference between them~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 110 ###########
22EC30055;10;10;10;10;10;10;10;20;10;10;110;Clean Code~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Read an integer~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Check for odd or even~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Printed the sub-integers from least significant to most significant if odd and vice versa~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Computed the reverse of the digits~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed the absolute difference between them~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 110 ###########
22EE10016;2;2;2;0;2;10;10;5;2;0;35;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~Enter the Integer:1234~~~~~~~~Exp OUT:~~Most significant digits to least significant digits: ~~1,12,123,1234~~~~Reverse number = 4321~~Difference between Reverse and original number = 3087~~~~ ~~  Mark/s obtained: 2 out of 10~~~~~~Your output:~~Write the number of digits you want in the integerEnter the integer:4199705 , 419970 , 41997 , 4199 , 419 , 41 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,...~~~~FAILED: Test Case 2: ~~IN:~~Enter the Integer:5677~~~~~~~~Exp OUT:~~~~Least significant digits to most significant digits:~~5677,677,77,7~~~~Reverse number = 7765~~Difference between Reverse and original number = 2088~~~~~~ ~~  Mark/s obtained: 2 out of 10~~~~~~Your output:~~Write the number of digits you want in the integerEnter the integer:4199705 , 419970 , 41997 , 4199 , 419 , 41 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,...~~~~FAILED: Test Case 3: ~~IN:~~Enter the Integer:9~~~~~~Exp OUT:~~Least significant digits to most significant digits:~~ 9~~~~Reverse number = 9~~Difference between Reverse and original number = 0~~~~~~ ~~  Mark/s obtained: 2 out of 10~~~~~~Your output:~~Write the number of digits you want in the integerEnter the integer:4199705 , 419970 , 41997 , 4199 , 419 , 41 , 4 , 0 , 0 , 0, 0, 0, 0, 0, 0, 0, 0, 0, ~~~~FAILED: Test Case 4: ~~IN:~~Enter the Integer:-38~~~~~~Exp OUT:~~Most significant digits to least significant digits:~~ 3,38~~~~Reverse number = -83~~Difference between Reverse and original number = 45~~~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~Write the number of digits you want in the integerEnter the integer:~~~~FAILED: Test Case 5: ~~IN:~~Enter the Integer: 90040~~~~~~Exp OUT:~~Most significant digits to least significant digits:~~9,90,900,9004,90040~~~~Reverse number = 4009~~Difference between Reverse and original number = 86031~~~~ ~~  Mark/s obtained: 2 out of 10~~~~~~Your output:~~Write the number of digits you want in the integerEnter the integer:4199705 , 419970 , 41997 , 4199 , 419 , 41 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,...~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Read an integer~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Check for odd or even~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Printed the sub-integers from least significant to most significant if odd and vice versa~~  Mark/s obtained: 5 out of 20~~~~~~FAILED: Code Case 4:~~Computed the reverse of the digits~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Code Case 5:~~Printed the absolute difference between them~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 35 ############
22EE10056;10;10;10;10;10;10;10;20;10;10;110;Great Job~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Read an integer~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Check for odd or even~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Printed the sub-integers from least significant to most significant if odd and vice versa~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Computed the reverse of the digits~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed the absolute difference between them~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 110 ###########
