"Student_Name";"Test_Case_1 (4)";"Test_Case_2 (4)";"Test_Case_3 (4)";"Code_1 (18)";"Code_2 (-1)";"Total_Marks (30)";"Comments"
22CS10084;4;4;4;18;-1;29;========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Logic is correct and the code is working.~~  Mark/s obtained: 18 out of 18~~~~~~FAILED: Negative Code Case 2:~~Comments missing~~  Mark/s lost: -1 out of -1~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 29/30 ##########
22CS30064;3;4;4;18;-1;28;Incorrect output for 1st test case~~~~========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:9 51 43 93 18 42 99 54 2 74 3~~Desired Output:~~3 largest elements: 74 99 93~~~~Your output:~~93 93 99 ~~~~  Mark/s obtained: 3 out of 4~~~~~~PASSED: Test Case 2: ~~INPUT:13 89 500 22 -7 81 -19 34 21 222 54 68 -100 88 3~~Desired Output:~~3 largest elements: 89 500 222~~  Mark/s obtained: 4 out of 4~~~~~~PASSED: Test Case 3: ~~INPUT:13 89 500 22 -7 81 -19 34 21 222 54 68 -100 88 5~~Desired Output:~~5 largest elements: 81 88 89 500 222~~  Mark/s obtained: 4 out of 4~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Logic is correct and the code is working.~~  Mark/s obtained: 18 out of 18~~~~~~FAILED: Negative Code Case 2:~~Comments missing~~  Mark/s lost: -1 out of -1~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 28/30 ##########
22CS10026;2;2;2;18;0;24;Incorrect output~~~~========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:9 51 43 93 18 42 99 54 2 74 3~~Desired Output:~~3 largest elements: 74 99 93~~~~Your output:~~~~~~  Mark/s obtained: 2 out of 4~~~~~~FAILED: Test Case 2: ~~INPUT:13 89 500 22 -7 81 -19 34 21 222 54 68 -100 88 3~~Desired Output:~~3 largest elements: 89 500 222~~~~Your output:~~~~~~  Mark/s obtained: 2 out of 4~~~~~~FAILED: Test Case 3: ~~INPUT:13 89 500 22 -7 81 -19 34 21 222 54 68 -100 88 5~~Desired Output:~~5 largest elements: 81 88 89 500 222~~~~Your output:~~~~~~  Mark/s obtained: 2 out of 4~~~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 18 out of 18~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 24/30 ##########
22CS10074;2;2;2;18;-1;23;Incorrect output~~~~========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:9 51 43 93 18 42 99 54 2 74 3~~Desired Output:~~3 largest elements: 74 99 93~~~~Your output:~~Enter the value of k to be given: ~~How many values?: ~~99 93 54 51 43 18 ~~~~  Mark/s obtained: 2 out of 4~~~~~~FAILED: Test Case 2: ~~INPUT:13 89 500 22 -7 81 -19 34 21 222 54 68 -100 88 3~~Desired Output:~~3 largest elements: 89 500 222~~~~Your output:~~Enter the value of k to be given: ~~How many values?: ~~500 222 89 81 22 -7 ~~~~  Mark/s obtained: 2 out of 4~~~~~~FAILED: Test Case 3: ~~INPUT:13 89 500 22 -7 81 -19 34 21 222 54 68 -100 88 5~~Desired Output:~~5 largest elements: 81 88 89 500 222~~~~Your output:~~Enter the value of k to be given: ~~How many values?: ~~500 222 89 81 22 -7 ~~~~  Mark/s obtained: 2 out of 4~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Logic is correct and the code is working.~~  Mark/s obtained: 18 out of 18~~~~~~FAILED: Negative Code Case 2:~~Comments missing~~  Mark/s lost: -1 out of -1~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 23/30 ##########
22CS30060;0;0;0;0;0;0;Wrong file uploaded~~~~========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:9 51 43 93 18 42 99 54 2 74 3~~Desired Output:~~3 largest elements: 74 99 93~~~~Your output:~~Enter number of elements: Enter element 0: Enter element 1: Enter element 2: Enter element 3: Enter element 4: Enter element 5: Enter element 6: Enter element 7: Enter element 8: Enter operator string(example = *++ ): Max value of expression is : 121992766291968.000000~~~~~~  Mark/s obtained: 0 out of 4~~~~~~FAILED: Test Case 2: ~~INPUT:13 89 500 22 -7 81 -19 34 21 222 54 68 -100 88 3~~Desired Output:~~3 largest elements: 89 500 222~~~~Your output:~~Enter number of elements: Enter element 0: Enter element 1: Enter element 2: Enter element 3: Enter element 4: Enter element 5: Enter element 6: Enter element 7: Enter element 8: Enter element 9: Enter element 10: Enter element 11: Enter element 12: Enter operator string(example = *++ ): Max value of expression is : -1.000000~~~~~~  Mark/s obtained: 0 out of 4~~~~~~FAILED: Test Case 3: ~~INPUT:13 89 500 22 -7 81 -19 34 21 222 54 68 -100 88 5~~Desired Output:~~5 largest elements: 81 88 89 500 222~~~~Your output:~~Enter number of elements: Enter element 0: Enter element 1: Enter element 2: Enter element 3: Enter element 4: Enter element 5: Enter element 6: Enter element 7: Enter element 8: Enter element 9: Enter element 10: Enter element 11: Enter element 12: Enter operator string(example = *++ ): Max value of expression is : -1.000000~~~~~~  Mark/s obtained: 0 out of 4~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Logic is correct and the code is working.~~  Mark/s obtained: 0 out of 18~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 0/30 ###########
22CS10068;3;4;3;18;-1;27;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:9 51 43 93 18 42 99 54 2 74 3~~Desired Output:~~3 largest elements: 74 99 93~~~~Your output:~~enter the number of nodes and K value enter the number of nodes and K value 51 74 93 ~~~~  Mark/s obtained: 3 out of 4~~~~~~PASSED: Test Case 2: ~~INPUT:13 89 500 22 -7 81 -19 34 21 222 54 68 -100 88 3~~Desired Output:~~3 largest elements: 89 500 222~~  Mark/s obtained: 4 out of 4~~~~~~FAILED: Test Case 3: ~~INPUT:13 89 500 22 -7 81 -19 34 21 222 54 68 -100 88 5~~Desired Output:~~5 largest elements: 81 88 89 500 222~~~~Your output:~~enter the number of nodes and K value enter the number of nodes and K value 89 500 22 -7 81 ~~~~  Mark/s obtained: 3 out of 4~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Logic is correct and the code is working.~~  Mark/s obtained: 18 out of 18~~~~~~FAILED: Negative Code Case 2:~~Comments missing~~  Mark/s lost: -1 out of -1~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 27/30 ##########
22CS10076;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 30 out of 30~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 0/30 ###########
22CS30065;4;4;4;18;0;30;Good work~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 18 out of 18~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 30/30 ##########
22CS10016;4;4;4;18;-1;29;========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Logic is correct and the code is working.~~  Mark/s obtained: 18 out of 18~~~~~~FAILED: Negative Code Case 2:~~Comments missing~~  Mark/s lost: -1 out of -1~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 29/30 ##########
22CS30040;4;4;4;18;-1;29;========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Logic is correct and the code is working.~~  Mark/s obtained: 18 out of 18~~~~~~FAILED: Negative Code Case 2:~~Comments missing~~  Mark/s lost: -1 out of -1~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 29/30 ##########
22CS10004;4;4;3;18;-1;28;========= TEST CASES =========~~~~~~PASSED: Test Case 1: ~~INPUT:9 51 43 93 18 42 99 54 2 74 3~~Desired Output:~~3 largest elements: 74 99 93~~  Mark/s obtained: 4 out of 4~~~~~~PASSED: Test Case 2: ~~INPUT:13 89 500 22 -7 81 -19 34 21 222 54 68 -100 88 3~~Desired Output:~~3 largest elements: 89 500 222~~  Mark/s obtained: 4 out of 4~~~~~~FAILED: Test Case 3: ~~INPUT:13 89 500 22 -7 81 -19 34 21 222 54 68 -100 88 5~~Desired Output:~~5 largest elements: 81 88 89 500 222~~~~Your output:~~Enter the value of k and size of array n as k n: Enter value : Enter the value of k and size of array n as k n: ~~The largest k values are : -100 88 500 222 89 ~~~~  Mark/s obtained: 3 out of 4~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Logic is correct and the code is working.~~  Mark/s obtained: 18 out of 18~~~~~~FAILED: Negative Code Case 2:~~Comments missing~~  Mark/s lost: -1 out of -1~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 28/30 ##########
22CS30045;4;4;4;18;0;30;Good work~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 18 out of 18~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 30/30 ##########
22CS10087;4;4;4;18;0;30;Good work~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 18 out of 18~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 30/30 ##########
22CS30013;4;4;4;18;0;30;Good work~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 18 out of 18~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 30/30 ##########
22CS10089;4;4;4;18;0;30;Good work~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 18 out of 18~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 30/30 ##########
22CS30010;4;4;4;18;0;30;Good work~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 18 out of 18~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 30/30 ##########
22CS30025;4;4;4;18;-1;29;========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Logic is correct and the code is working.~~  Mark/s obtained: 18 out of 18~~~~~~FAILED: Negative Code Case 2:~~Comments missing~~  Mark/s lost: -1 out of -1~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 29/30 ##########
22CS30035;4;4;4;18;-1;29;========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Logic is correct and the code is working.~~  Mark/s obtained: 18 out of 18~~~~~~FAILED: Negative Code Case 2:~~Comments missing~~  Mark/s lost: -1 out of -1~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 29/30 ##########
22CS30015;0;0;0;18;0;18;Compilation Issue~~~~========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 12~~~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 18 out of 18~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 18/30 ##########
22CS10041;3;4;4;18;0;29;Output for 1st case incorrect~~~~========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:9 51 43 93 18 42 99 54 2 74 3~~Desired Output:~~3 largest elements: 74 99 93~~~~Your output:~~enter number of elements in original array enter them enter the value of k  18 43 93~~~~  Mark/s obtained: 3 out of 4~~~~~~PASSED: Test Case 2: ~~INPUT:13 89 500 22 -7 81 -19 34 21 222 54 68 -100 88 3~~Desired Output:~~3 largest elements: 89 500 222~~  Mark/s obtained: 4 out of 4~~~~~~PASSED: Test Case 3: ~~INPUT:13 89 500 22 -7 81 -19 34 21 222 54 68 -100 88 5~~Desired Output:~~5 largest elements: 81 88 89 500 222~~  Mark/s obtained: 4 out of 4~~~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 18 out of 18~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 29/30 ##########
22CS10081;0;0;0;18;-1;17;Compilation Issue~~~~========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 12~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Logic is correct and the code is working.~~  Mark/s obtained: 18 out of 18~~~~~~FAILED: Negative Code Case 2:~~Comments missing~~  Mark/s lost: -1 out of -1~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 17/30 ##########
22CS10043;3;2;2;18;-1;24;Incorrect output~~~~========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:9 51 43 93 18 42 99 54 2 74 3~~Desired Output:~~3 largest elements: 74 99 93~~~~Your output:~~no of elements:enter the elements:value of k:99 43 93 ~~~~  Mark/s obtained: 3 out of 4~~~~~~FAILED: Test Case 2: ~~INPUT:13 89 500 22 -7 81 -19 34 21 222 54 68 -100 88 3~~Desired Output:~~3 largest elements: 89 500 222~~~~Your output:~~no of elements:enter the elements:value of k:222 500 22 ~~~~  Mark/s obtained: 2 out of 4~~~~~~FAILED: Test Case 3: ~~INPUT:13 89 500 22 -7 81 -19 34 21 222 54 68 -100 88 5~~Desired Output:~~5 largest elements: 81 88 89 500 222~~~~Your output:~~no of elements:enter the elements:value of k:222 500 22 -7 81 ~~~~  Mark/s obtained: 2 out of 4~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Logic is correct and the code is working.~~  Mark/s obtained: 18 out of 18~~~~~~FAILED: Negative Code Case 2:~~Comments missing~~  Mark/s lost: -1 out of -1~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 24/30 ##########
22CS30005;4;4;4;18;0;30;Good work~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 18 out of 18~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 30/30 ##########
22CS10003;4;4;4;18;0;30;Good work~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 18 out of 18~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 30/30 ##########
22CS30022;4;4;4;18;-1;29;========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Logic is correct and the code is working.~~  Mark/s obtained: 18 out of 18~~~~~~FAILED: Negative Code Case 2:~~Comments missing~~  Mark/s lost: -1 out of -1~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 29/30 ##########
22CS10021;4;4;4;18;-1;29;========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Logic is correct and the code is working.~~  Mark/s obtained: 18 out of 18~~~~~~FAILED: Negative Code Case 2:~~Comments missing~~  Mark/s lost: -1 out of -1~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 29/30 ##########
22CS30033;4;4;4;18;0;30;Good work~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 18 out of 18~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 30/30 ##########
22CS10061;4;4;4;18;-1;29;========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Logic is correct and the code is working.~~  Mark/s obtained: 18 out of 18~~~~~~FAILED: Negative Code Case 2:~~Comments missing~~  Mark/s lost: -1 out of -1~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 29/30 ##########
22CS10008;3;3;2;18;0;26;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:9 51 43 93 18 42 99 54 2 74 3~~Desired Output:~~3 largest elements: 74 99 93~~~~Your output:~~enter  k and number of array elementsenter array elemententer array elemententer array elemententer array elemententer array elemententer array elemententer array elemententer array elemententer array elemententer  k and number of array elements3 largest elemts are :74 2 93 ~~~~  Mark/s obtained: 3 out of 4~~~~~~FAILED: Test Case 2: ~~INPUT:13 89 500 22 -7 81 -19 34 21 222 54 68 -100 88 3~~Desired Output:~~3 largest elements: 89 500 222~~~~Your output:~~enter  k and number of array elementsenter array elemententer array elemententer array elemententer array elemententer array elemententer array elemententer array elemententer array elemententer array elemententer array elemententer array elemententer array elemententer array elemententer  k and number of array elements3 largest elemts are :88 -100 22 ~~~~  Mark/s obtained: 3 out of 4~~~~~~FAILED: Test Case 3: ~~INPUT:13 89 500 22 -7 81 -19 34 21 222 54 68 -100 88 5~~Desired Output:~~5 largest elements: 81 88 89 500 222~~~~Your output:~~enter  k and number of array elementsenter array elemententer array elemententer array elemententer array elemententer array elemententer array elemententer array elemententer array elemententer array elemententer array elemententer array elemententer array elemententer array elemententer  k and number of array elements5 largest elemts are :88 500 -100 -7 81 ~~~~  Mark/s obtained: 2 out of 4~~~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 18 out of 18~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 26/30 ##########
22CS30055;0;0;0;18;0;18;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 12~~~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 18 out of 18~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 18/30 ##########
22CS10063;4;4;4;18;-1;29;========= TEST CASES =========~~~~PASSED: All test cases - Marks : 12 out of 12~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Logic is correct and the code is working.~~  Mark/s obtained: 18 out of 18~~~~~~FAILED: Negative Code Case 2:~~Comments missing~~  Mark/s lost: -1 out of -1~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 29/30 ##########
22CS30020;0;0;0;18;-1;17;Segmentation fault~~~~========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:9 51 43 93 18 42 99 54 2 74 3~~Desired Output:~~3 largest elements: 74 99 93~~~~Your output:~~~~~~  Mark/s obtained: 0 out of 4~~~~~~FAILED: Test Case 2: ~~INPUT:13 89 500 22 -7 81 -19 34 21 222 54 68 -100 88 3~~Desired Output:~~3 largest elements: 89 500 222~~~~Your output:~~~~~~  Mark/s obtained: 0 out of 4~~~~~~FAILED: Test Case 3: ~~INPUT:13 89 500 22 -7 81 -19 34 21 222 54 68 -100 88 5~~Desired Output:~~5 largest elements: 81 88 89 500 222~~~~Your output:~~~~~~  Mark/s obtained: 0 out of 4~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Logic is correct and the code is working.~~  Mark/s obtained: 18 out of 18~~~~~~FAILED: Negative Code Case 2:~~Comments missing~~  Mark/s lost: -1 out of -1~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 17/30 ##########
22CS10017;0;0;0;5;0;5;Incomplete code~~~~========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 12~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Logic is correct and the code is working.~~  Mark/s obtained: 5 out of 18~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 5/30 ###########
22CS10001;0;0;0;10;0;10;Incomplete code~~~~========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 12~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Logic is correct and the code is working.~~  Mark/s obtained: 10 out of 18~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 10/30 ##########
22CS10046;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 30 out of 30~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 0/30 ###########
